Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-02T18:06:46.985Z","On-Demand","claude-4.5-sonnet","No","6660","14086","616068","4220","641034","0.32"
"2025-10-02T18:03:44.695Z","On-Demand","claude-4.5-sonnet","No","159666","17338","1038538","3031","1218573","1.01"
"2025-10-02T17:57:24.014Z","On-Demand","claude-4.5-sonnet","No","129168","15117","942682","2120","1089087","0.84"
"2025-10-02T17:53:38.338Z","On-Demand","claude-4.5-sonnet","No","87492","39455","3714465","8530","3849942","1.69"
"2025-10-02T17:50:55.036Z","Errored, Not Charged","claude-4.5-sonnet","No","32534","115754","834878","14648","997814","0.56"
"2025-10-02T17:49:56.859Z","On-Demand","claude-4.5-sonnet","No","240062","15416","1618970","3479","1877927","1.48"
"2025-10-02T17:48:45.592Z","On-Demand","claude-4.5-sonnet","No","155116","19750","951403","3788","1130057","0.98"
"2025-10-02T17:31:27.310Z","On-Demand","claude-4.5-sonnet","No","3197","4205","347003","1138","355543","0.15"
"2025-10-02T17:29:04.589Z","On-Demand","claude-4.5-sonnet","No","4760","3998","335856","1032","345646","0.15"
"2025-10-02T17:28:17.084Z","On-Demand","claude-4.5-sonnet","No","2350","3352","599028","1543","606273","0.22"
"2025-10-02T17:26:19.021Z","On-Demand","claude-4.5-sonnet","No","2890","3383","328859","820","335952","0.13"
"2025-10-02T17:25:45.243Z","On-Demand","claude-4.5-sonnet","No","139792","2881","304168","926","447767","0.64"
"2025-10-02T17:23:32.273Z","On-Demand","claude-4.5-sonnet","No","195354","3978","339048","2116","540496","0.88"
"2025-10-02T17:20:50.665Z","On-Demand","claude-4.5-sonnet","No","93604","4723","317628","807","416762","0.47"
"2025-10-02T17:08:02.072Z","On-Demand","claude-4.5-sonnet","No","83347","18273","718036","2684","822340","0.62"
"2025-10-02T17:07:26.201Z","On-Demand","claude-4.5-sonnet","No","133170","14139","863599","1428","1012336","0.82"
"2025-10-02T17:06:01.120Z","Errored, Not Charged","claude-4.5-sonnet","No","133172","2346","293909","408","429835","0.60"
"2025-10-02T17:04:49.818Z","On-Demand","claude-4.5-sonnet","No","69636","18510","400173","3802","492121","0.49"
"2025-10-02T16:58:09.497Z","On-Demand","claude-4.5-sonnet","No","4787","572","50439","510","56308","0.04"
"2025-10-02T16:55:27.341Z","On-Demand","claude-4.5-sonnet","No","124880","13360","446646","2762","587648","0.68"
"2025-10-02T16:54:12.243Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-02T16:43:14.195Z","On-Demand","claude-4.5-sonnet","No","129358","6421","555768","3526","695073","0.72"
"2025-10-02T16:36:23.474Z","On-Demand","claude-4.5-sonnet","No","120545","8031","263881","3321","395778","0.61"
"2025-10-02T16:10:48.632Z","On-Demand","claude-4.5-sonnet","No","116936","2133","259265","745","379079","0.53"
"2025-10-02T16:08:30.806Z","On-Demand","claude-4.5-sonnet","No","113004","7698","267921","1423","390046","0.55"
"2025-10-02T15:57:22.181Z","On-Demand","claude-4.5-sonnet","No","14924","18713","370217","2568","406422","0.26"
"2025-10-02T15:51:05.813Z","On-Demand","claude-4.5-sonnet","No","80152","14759","439036","3741","537688","0.53"
"2025-10-02T15:33:07.590Z","On-Demand","claude-4.5-sonnet","No","34133","10474","194161","1397","240165","0.24"
"2025-10-02T15:28:03.469Z","On-Demand","claude-4.5-sonnet","No","188629","2394","192651","829","384503","0.78"
"2025-10-02T15:22:03.985Z","On-Demand","claude-4.5-sonnet","No","329526","3552","192651","1213","526942","1.32"
"2025-10-02T15:14:46.799Z","On-Demand","claude-4.5-sonnet","No","225014","7285","376988","3556","612843","1.03"
"2025-10-02T14:16:47.878Z","On-Demand","claude-4.5-sonnet","No","163361","1910","354154","721","520146","0.74"
"2025-10-02T14:15:26.078Z","On-Demand","claude-4.5-sonnet","No","160880","1731","9253","427","172291","0.62"
"2025-10-02T14:07:35.337Z","On-Demand","claude-4.5-sonnet","No","207740","14454","1202961","6418","1431573","1.28"
"2025-10-02T14:05:57.582Z","On-Demand","claude-4.5-sonnet","No","162348","6212","504554","1861","674975","0.81"
"2025-10-02T13:59:35.216Z","On-Demand","claude-4.5-sonnet","No","306696","5230","824130","2111","1138167","1.44"
"2025-10-02T13:59:20.716Z","On-Demand","claude-4.5-sonnet","No","170537","14567","1325175","7593","1517872","1.19"
"2025-10-02T13:50:38.940Z","On-Demand","claude-4.5-sonnet","No","80172","16273","482761","4336","583542","0.56"
"2025-10-02T13:45:06.081Z","On-Demand","claude-4.5-sonnet","No","16459","8732","910705","1716","937612","0.39"
"2025-10-02T13:41:34.401Z","On-Demand","claude-4.5-sonnet","No","14927","4872","1018012","1177","1038988","0.39"
"2025-10-02T13:38:13.952Z","On-Demand","claude-4.5-sonnet","No","56952","75680","1502625","29153","1664410","1.33"
"2025-10-02T13:36:27.206Z","On-Demand","claude-4.5-sonnet","No","263462","27686","1366872","4214","1662234","1.54"
"2025-10-02T13:25:42.714Z","On-Demand","claude-4.5-sonnet","No","161552","13449","2169051","6798","2350850","1.40"
"2025-10-02T13:20:47.442Z","On-Demand","claude-4.5-sonnet","No","225512","7714","378343","1587","613156","1.01"
"2025-10-02T13:17:32.851Z","On-Demand","claude-4.5-sonnet","No","4880","4324","631212","2400","642816","0.26"
"2025-10-02T13:15:41.987Z","On-Demand","claude-4.5-sonnet","No","146021","5751","622328","2730","776830","0.79"
"2025-10-02T13:00:31.776Z","On-Demand","claude-4.5-sonnet","No","206448","29045","1440069","4728","1680290","1.36"
"2025-10-02T12:52:40.562Z","On-Demand","claude-4.5-sonnet","No","138108","13794","1007955","8472","1168329","0.99"
"2025-10-02T12:45:53.305Z","On-Demand","claude-4.5-sonnet","No","6528","6673","664546","3550","681297","0.30"
"2025-10-02T12:45:12.831Z","On-Demand","claude-4.5-sonnet","No","10507","10518","1161322","3589","1185936","0.47"
"2025-10-02T12:41:41.148Z","On-Demand","claude-4.5-sonnet","No","6542","7493","758534","1997","774566","0.30"
"2025-10-02T12:40:38.318Z","Errored, Not Charged","claude-4.5-sonnet","No","4760","2657","726285","2057","735759","0.27"
"2025-10-02T12:38:38.014Z","On-Demand","claude-4.5-sonnet","No","10213","10647","791573","3761","816194","0.36"
"2025-10-02T12:37:51.950Z","On-Demand","claude-4.5-sonnet","No","80997","24415","1860093","6783","1972288","1.04"
"2025-10-02T12:34:19.022Z","On-Demand","claude-4.5-sonnet","No","10878","9217","514078","3485","537658","0.27"
"2025-10-02T12:29:11.761Z","On-Demand","claude-4.5-sonnet","No","20895","17949","1242595","9441","1290880","0.65"
"2025-10-02T12:23:35.114Z","On-Demand","claude-4.5-sonnet","No","13700","16753","630135","13530","674118","0.49"
"2025-10-02T12:22:35.758Z","On-Demand","claude-4.5-sonnet","No","215820","18852","1062122","5034","1301828","1.26"
"2025-10-02T12:20:35.100Z","On-Demand","claude-4.5-sonnet","No","12555","13948","797106","6489","830098","0.43"
"2025-10-02T12:19:11.648Z","On-Demand","claude-4.5-sonnet","No","7602","6809","177805","987","193203","0.12"
"2025-10-02T12:11:26.303Z","On-Demand","claude-4.5-sonnet","No","59310","19692","1643149","8399","1730550","0.90"
"2025-10-02T12:10:54.262Z","Aborted, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-02T12:07:56.575Z","On-Demand","claude-4.5-sonnet","No","9964","9345","1453566","2693","1475568","0.54"
"2025-10-02T12:06:32.122Z","On-Demand","claude-4.5-sonnet","No","2772","2104","469066","998","474940","0.17"
"2025-10-02T12:05:01.397Z","On-Demand","claude-4.5-sonnet","No","165787","31488","2091601","6697","2295573","1.44"
"2025-10-02T12:04:30.368Z","On-Demand","claude-4.5-sonnet","No","7143","7812","1061310","4012","1080277","0.43"
"2025-10-02T11:59:05.078Z","On-Demand","claude-4.5-sonnet","No","138496","3031","595196","1105","737828","0.72"
"2025-10-02T11:58:12.351Z","On-Demand","claude-4.5-sonnet","No","144945","53318","1321004","4165","1523432","1.16"
"2025-10-02T11:38:02.752Z","On-Demand","claude-4.5-sonnet","No","11987","20747","800958","6071","839763","0.44"
"2025-10-02T11:33:12.984Z","On-Demand","claude-4.5-sonnet","No","83867","23779","1008688","3054","1119388","0.73"
"2025-10-02T11:21:42.467Z","On-Demand","claude-4.5-sonnet","No","134571","20773","2436579","8073","2599996","1.42"
"2025-10-02T11:07:01.617Z","On-Demand","claude-4.5-sonnet","No","73194","12965","417366","3143","506668","0.48"
"2025-10-02T10:52:05.071Z","On-Demand","claude-4.5-sonnet","No","60425","30328","453376","2540","546669","0.49"
"2025-10-02T10:49:13.848Z","On-Demand","claude-4.5-sonnet","No","110992","6183","127720","4909","249804","0.55"
"2025-10-02T10:48:22.987Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-02T10:28:39.459Z","On-Demand","claude-4.5-sonnet","No","239296","12687","240846","1195","494024","1.03"
"2025-10-02T10:27:54.477Z","On-Demand","claude-4.5-sonnet","No","104945","18697","998739","5001","1127382","0.82"
"2025-10-02T09:24:28.326Z","On-Demand","claude-4.5-sonnet","No","13613","18560","1197714","7522","1237409","0.58"
"2025-10-02T09:21:28.489Z","On-Demand","claude-4.5-sonnet","No","2337","21512","1334046","2471","1360366","0.51"
"2025-10-02T09:20:31.754Z","Errored, Not Charged","claude-4.5-sonnet","No","3431","2934","358586","914","365865","0.14"
"2025-10-02T09:19:14.756Z","On-Demand","claude-4.5-sonnet","No","79345","4899","356078","988","441310","0.43"
"2025-10-02T09:16:18.201Z","On-Demand","claude-4.5-sonnet","No","155662","12465","808472","2473","979072","0.90"
"2025-10-02T09:13:19.996Z","On-Demand","claude-4.5-sonnet","No","75422","12882","323607","1116","413027","0.44"
"2025-10-02T09:12:37.677Z","Aborted, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-02T08:37:16.894Z","On-Demand","claude-4.5-sonnet","No","3866","4515","906117","1343","915841","0.32"
"2025-10-02T08:31:41.683Z","On-Demand","claude-4.5-sonnet","No","139734","7468","734900","2230","884332","0.80"
"2025-10-02T08:30:30.064Z","Errored, Not Charged","claude-4.5-sonnet","No","8107","12403","674631","4221","699362","0.33"
"2025-10-02T08:29:01.351Z","On-Demand","claude-4.5-sonnet","No","61877","41793","1480964","11094","1595728","0.97"
"2025-10-02T08:25:28.068Z","On-Demand","claude-4.5-sonnet","No","124054","31473","1565955","12620","1734102","1.22"
"2025-10-02T08:13:11.520Z","On-Demand","claude-4.5-sonnet","No","45597","30028","1562206","9121","1646952","0.87"
"2025-10-02T08:09:37.649Z","On-Demand","claude-4.5-sonnet","No","5665","4278","465512","1664","477119","0.20"
"2025-10-02T08:08:00.365Z","On-Demand","claude-4.5-sonnet","No","142226","11589","309810","3684","467309","0.72"
"2025-10-02T00:07:33.305Z","On-Demand","claude-4.5-sonnet","No","93440","11087","795719","5488","905734","0.70"
"2025-10-01T23:59:51.203Z","On-Demand","claude-4.5-sonnet","No","4605","3514","460864","801","469784","0.18"
"2025-10-01T23:58:12.065Z","On-Demand","claude-4.5-sonnet","No","8143","3268","168987","967","181365","0.11"
"2025-10-01T23:49:19.244Z","On-Demand","claude-4.5-sonnet","No","87209","54096","3058781","30468","3230554","1.86"
"2025-10-01T23:44:31.148Z","On-Demand","claude-4.5-sonnet","No","44000","52265","1139841","12095","1248201","0.85"
"2025-10-01T23:40:36.711Z","On-Demand","claude-4.5-sonnet","No","9908","8945","1186643","3126","1208622","0.47"
"2025-10-01T23:37:25.516Z","On-Demand","claude-4.5-sonnet","No","3437","8408","403691","1487","417023","0.18"
"2025-10-01T23:34:57.088Z","On-Demand","claude-4.5-sonnet","No","268651","13854","872888","3920","1159313","1.37"
"2025-10-01T23:34:08.499Z","On-Demand","claude-4.5-sonnet","No","14028","13943","910684","7019","945674","0.47"
"2025-10-01T23:31:00.083Z","On-Demand","claude-4.5-sonnet","No","14425","11025","464962","5156","495568","0.30"
"2025-10-01T23:25:59.153Z","On-Demand","claude-4.5-sonnet","No","4990","12692","274902","2451","295035","0.18"
"2025-10-01T23:24:56.670Z","On-Demand","claude-4.5-sonnet","No","56196","5216","72569","1899","135880","0.28"
"2025-10-01T23:20:08.171Z","On-Demand","claude-4.5-sonnet","No","129328","6854","555265","1761","693208","0.70"
"2025-10-01T23:14:52.698Z","On-Demand","claude-4.5-sonnet","No","71802","33930","3044097","19142","3168971","1.57"
"2025-10-01T23:10:28.431Z","On-Demand","claude-4.5-sonnet","No","11028","11083","1855527","5172","1882810","0.71"
"2025-10-01T23:09:55.480Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-01T23:03:54.398Z","On-Demand","claude-4.5-sonnet","No","125601","64207","2955950","15824","3161582","1.79"
"2025-10-01T23:02:20.749Z","On-Demand","claude-4.5-sonnet","No","119837","22027","1022561","6995","1171420","0.93"
"2025-10-01T22:48:37.459Z","On-Demand","claude-4.5-sonnet","No","108029","14941","1010735","8233","1141938","0.88"
"2025-10-01T22:45:25.072Z","On-Demand","claude-4.5-sonnet","No","59557","33399","148136","22308","263400","0.70"
"2025-10-01T22:28:25.914Z","On-Demand","claude-4.5-sonnet","No","49829","4428","18506","4757","77520","0.28"
"2025-10-01T22:07:00.759Z","On-Demand","claude-4.5-sonnet","No","181736","5708","18506","5487","211437","0.79"
"2025-10-01T22:03:18.055Z","On-Demand","claude-4.5-sonnet","No","92006","35665","1335289","20154","1483114","1.15"
"2025-10-01T21:52:26.202Z","On-Demand","claude-4.5-sonnet","No","41016","18881","1426531","10583","1497011","0.80"
"2025-10-01T21:48:49.542Z","On-Demand","claude-4.5-sonnet","No","423558","18371","473252","6463","921644","1.88"
"2025-10-01T21:37:25.942Z","On-Demand","claude-4.5-sonnet","No","29689","37936","688010","18266","773901","0.71"
"2025-10-01T21:34:37.356Z","On-Demand","claude-4.5-sonnet","No","26956","11719","125494","1468","165637","0.20"
"2025-10-01T21:25:00.396Z","On-Demand","claude-4.5-sonnet","No","137722","8224","701493","4951","852390","0.83"
"2025-10-01T21:22:37.980Z","On-Demand","claude-4.5-sonnet","No","129959","6820","543337","971","681087","0.69"
"2025-10-01T21:21:11.354Z","On-Demand","claude-4.5-sonnet","No","6736","6591","651516","1058","665901","0.26"
"2025-10-01T21:20:40.291Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-01T21:19:18.997Z","On-Demand","claude-4.5-sonnet","No","10664","5856","751135","1399","769054","0.30"
"2025-10-01T21:17:11.214Z","On-Demand","claude-4.5-sonnet","No","7393","7809","481493","1337","498032","0.22"
"2025-10-01T21:15:55.449Z","Errored, Not Charged","claude-4.5-sonnet","No","124738","5412","470440","1722","602312","0.65"
"2025-10-01T21:14:17.637Z","On-Demand","claude-4.5-sonnet","No","315180","10306","370181","1737","697404","1.35"
"2025-10-01T21:07:19.883Z","On-Demand","claude-4.5-sonnet","No","111526","13692","537753","3423","666394","0.67"
"2025-10-01T21:05:30.633Z","On-Demand","claude-4.5-sonnet","No","95658","11975","413128","2306","523067","0.55"
"2025-10-01T21:03:25.182Z","On-Demand","claude-4.5-sonnet","No","52118","26746","1074923","2943","1156730","0.64"
"2025-10-01T21:02:26.943Z","Errored, Not Charged","claude-4.5-sonnet","No","143179","4171","99307","3497","250154","0.63"
"2025-10-01T20:59:35.476Z","On-Demand","claude-4.5-sonnet","No","134728","10178","169825","1976","316707","0.62"
"2025-10-01T20:47:06.593Z","On-Demand","claude-4.5-sonnet","No","76665","9586","276590","3446","366287","0.45"
"2025-10-01T20:43:44.146Z","On-Demand","claude-4.5-sonnet","No","78574","10654","290806","2620","382654","0.45"
"2025-10-01T20:39:40.714Z","On-Demand","claude-4.5-sonnet","No","175338","17481","507137","8906","708862","1.00"
"2025-10-01T17:33:50.859Z","On-Demand","claude-4.5-sonnet","No","432964","17186","738285","5158","1193593","1.97"
"2025-10-01T17:23:23.982Z","On-Demand","claude-4.5-sonnet","No","302760","9711","494295","1931","808697","1.34"
"2025-10-01T17:05:09.989Z","On-Demand","claude-4.5-sonnet","No","150195","20000","917270","2387","1089852","0.93"
"2025-10-01T17:02:23.755Z","On-Demand","claude-4.5-sonnet","No","279531","25316","1430670","4766","1740283","1.62"
"2025-10-01T16:52:38.945Z","On-Demand","claude-4.5-sonnet","No","16494","16100","958235","4680","995509","0.47"
"2025-10-01T16:51:27.606Z","Errored, Not Charged","claude-4.5-sonnet","No","28288","13962","856392","1824","900466","0.43"
"2025-10-01T16:46:42.381Z","On-Demand","claude-4.5-sonnet","No","270067","35227","1333839","5018","1644151","1.59"
"2025-10-01T16:34:23.688Z","On-Demand","claude-4.5-sonnet","No","302149","47427","1652457","16548","2018581","2.02"
"2025-10-01T16:32:58.843Z","Errored, Not Charged","claude-4.5-sonnet","No","63252","9964","98127","723","172066","0.31"
"2025-10-01T16:17:20.776Z","On-Demand","claude-4.5-sonnet","No","50050","10287","178464","3048","241849","0.32"
"2025-10-01T16:14:09.586Z","On-Demand","claude-4.5-sonnet","No","57062","12513","246624","2645","318844","0.37"
"2025-10-01T16:12:22.747Z","On-Demand","claude-4.5-sonnet","No","3666","6275","498704","1554","510199","0.21"
"2025-10-01T16:11:20.550Z","On-Demand","claude-4.5-sonnet","No","314678","3059","343623","1043","662403","1.31"
"2025-10-01T16:09:49.724Z","On-Demand","claude-4.5-sonnet","No","6938","11006","790223","2887","811054","0.34"
"2025-10-01T16:07:15.127Z","On-Demand","claude-4.5-sonnet","No","6098","4360","767733","1641","779832","0.29"
"2025-10-01T16:05:56.788Z","On-Demand","claude-4.5-sonnet","No","8645","4233","599494","1035","613407","0.24"
"2025-10-01T16:04:43.746Z","On-Demand","claude-4.5-sonnet","No","142955","5594","602210","1514","752273","0.76"
"2025-10-01T16:02:36.888Z","On-Demand","claude-4.5-sonnet","No","16648","8618","1142818","2549","1170633","0.47"
"2025-10-01T16:01:31.354Z","On-Demand","claude-4.5-sonnet","No","145140","8510","414594","1581","569825","0.72"
"2025-10-01T16:00:21.243Z","On-Demand","claude-4.5-sonnet","No","3518","4900","536376","1415","546209","0.21"
"2025-10-01T15:59:17.632Z","On-Demand","claude-4.5-sonnet","No","11394","8844","54950","2016","77204","0.12"
"2025-10-01T15:58:15.310Z","On-Demand","claude-4.5-sonnet","No","254290","16016","785559","2909","1058774","1.28"
"2025-10-01T15:54:19.835Z","On-Demand","claude-4.5-sonnet","No","18944","14074","951752","3298","988068","0.45"
"2025-10-01T15:51:10.086Z","On-Demand","claude-4.5-sonnet","No","114149","11029","799977","2318","927473","0.74"
"2025-10-01T15:47:15.922Z","On-Demand","claude-4.5-sonnet","No","9526","17356","1160667","3781","1191330","0.49"
"2025-10-01T15:45:36.522Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-01T15:44:54.508Z","On-Demand","claude-4.5-sonnet","No","96882","4878","311112","887","413759","0.48"
"2025-10-01T15:43:28.819Z","On-Demand","claude-4.5-sonnet","No","267622","8532","318412","1620","596186","1.15"
"2025-10-01T15:37:23.650Z","On-Demand","claude-4.5-sonnet","No","89972","14532","717634","2511","824649","0.63"
"2025-10-01T15:35:13.354Z","On-Demand","claude-4.5-sonnet","No","38010","23650","923150","6481","991291","0.59"
"2025-10-01T15:33:19.866Z","On-Demand","claude-4.5-sonnet","No","81127","14630","512516","5637","613910","0.59"
"2025-10-01T15:29:15.923Z","On-Demand","claude-4.5-sonnet","No","20050","11793","256101","5823","293767","0.27"
"2025-10-01T15:28:14.716Z","Errored, Not Charged","claude-4.5-sonnet","No","79008","15752","266255","2434","363449","0.46"
"2025-10-01T15:27:07.683Z","Errored, Not Charged","claude-4.5-sonnet","No","35797","26409","127085","4243","193534","0.32"
"2025-10-01T15:05:49.444Z","On-Demand","claude-4.5-sonnet","No","64156","3969","155215","958","224298","0.31"
"2025-10-01T14:53:48.049Z","On-Demand","claude-4.5-sonnet","No","384231","6729","436259","1608","828827","1.62"
"2025-10-01T14:53:00.224Z","On-Demand","claude-4.5-sonnet","No","60643","3756","77414","981","142794","0.28"
"2025-10-01T14:51:51.820Z","On-Demand","claude-4.5-sonnet","No","182761","17043","813198","2279","1015281","1.01"
"2025-10-01T14:36:29.428Z","On-Demand","claude-4.5-sonnet","No","86398","4756","277581","628","369363","0.43"
"2025-10-01T14:34:53.264Z","On-Demand","claude-4.5-sonnet","No","20820","2901","512863","878","537462","0.25"
"2025-10-01T14:31:17.969Z","On-Demand","claude-4.5-sonnet","No","127985","9386","760453","4791","902615","0.81"
"2025-10-01T14:29:12.028Z","On-Demand","claude-4.5-sonnet","No","77292","27175","1117971","5585","1228023","0.79"
"2025-10-01T14:27:32.018Z","On-Demand","claude-4.5-sonnet","No","57550","13363","471656","4883","547452","0.47"
"2025-10-01T14:24:54.377Z","On-Demand","claude-4.5-sonnet","No","246053","11095","1368985","6110","1632243","1.46"
"2025-10-01T14:22:27.102Z","On-Demand","claude-4.5-sonnet","No","289265","6172","767910","3362","1066709","1.38"
"2025-10-01T14:14:37.698Z","On-Demand","claude-4.5-sonnet","No","205585","12321","855164","6443","1079513","1.16"
"2025-10-01T14:09:21.105Z","On-Demand","claude-4.5-sonnet","No","239878","6553","197968","3127","447526","1.03"
"2025-10-01T13:58:28.392Z","On-Demand","claude-4.5-sonnet","No","112833","21775","603762","2962","741332","0.71"
"2025-10-01T13:44:41.812Z","On-Demand","claude-4.5-sonnet","No","219150","8910","884206","3450","1115716","1.17"
"2025-10-01T13:44:00.936Z","On-Demand","claude-4.5-sonnet","No","44012","9344","405632","2337","461325","0.35"
"2025-10-01T13:43:16.927Z","On-Demand","claude-4.5-sonnet","No","11712","28615","281991","6737","329055","0.32"
"2025-10-01T13:37:14.850Z","On-Demand","claude-4.5-sonnet","No","29349","17070","118310","3185","167914","0.24"
"2025-10-01T13:26:13.244Z","On-Demand","claude-4.5-sonnet","No","9812","11007","106086","1595","128500","0.13"
"2025-10-01T13:23:36.544Z","On-Demand","claude-4.5-sonnet","No","29909","8830","109207","2539","150485","0.21"
"2025-10-01T13:20:55.589Z","On-Demand","claude-4.5-sonnet","No","36187","10815","491773","2492","541267","0.35"
"2025-10-01T13:16:58.348Z","On-Demand","claude-4.5-sonnet","No","189333","6496","230312","4031","430172","0.86"
"2025-10-01T13:07:42.365Z","On-Demand","claude-4.5-sonnet","No","164560","13534","552663","5113","735870","0.90"
"2025-10-01T13:01:07.611Z","On-Demand","claude-4.5-sonnet","No","110597","32098","887119","6800","1036614","0.88"
"2025-10-01T12:59:37.100Z","On-Demand","claude-4.5-sonnet","No","27432","4665","222202","1328","255627","0.20"
"2025-10-01T12:49:08.724Z","On-Demand","claude-4.5-sonnet","No","159259","14505","1305675","7037","1486476","1.14"
"2025-10-01T12:34:07.858Z","On-Demand","claude-4.5-sonnet","No","17444","17282","341541","2889","379156","0.26"
"2025-10-01T12:29:17.711Z","Errored, Not Charged","claude-4.5-sonnet","No","4943","141","24068","244","29396","0.03"
"2025-10-01T11:54:09.020Z","On-Demand","claude-4.5-sonnet","No","13623","22059","1471829","2442","1509953","0.60"
"2025-10-01T11:51:58.623Z","On-Demand","claude-4.5-sonnet","No","6069","3375","551975","1329","562748","0.22"
"2025-10-01T11:49:30.334Z","On-Demand","claude-4.5-sonnet","No","11356","16147","1027312","5270","1060085","0.48"
"2025-10-01T11:46:25.883Z","On-Demand","claude-4.5-sonnet","No","0","19863","582794","7285","609942","0.34"
"2025-10-01T11:42:45.885Z","On-Demand","claude-4.5-sonnet","No","32441","38770","656928","8968","737107","0.57"
"2025-10-01T11:39:07.182Z","On-Demand","claude-4.5-sonnet","No","66423","29962","719441","11229","827055","0.72"
"2025-10-01T11:20:36.843Z","On-Demand","claude-4.5-sonnet","No","45261","23275","419900","17424","505860","0.63"
"2025-09-30T23:24:18.277Z","On-Demand","claude-4.5-sonnet","No","120948","9366","1050404","4704","1185422","0.87"
"2025-09-30T23:22:45.806Z","On-Demand","claude-4.5-sonnet","No","87021","34169","1971468","11440","2104098","1.19"
"2025-09-30T23:02:40.023Z","On-Demand","claude-4.5-sonnet","No","112563","22000","415905","5708","556176","0.70"
"2025-09-30T22:52:00.134Z","On-Demand","claude-4.5-sonnet","No","275651","15566","733213","7106","1031536","1.41"
"2025-09-30T22:15:40.737Z","On-Demand","claude-4.5-sonnet","No","136119","25360","743350","6791","911620","0.91"
"2025-09-30T22:06:49.175Z","On-Demand","claude-4.5-sonnet","No","314243","51384","1043949","17261","1426837","1.90"
"2025-09-30T22:02:10.946Z","On-Demand","claude-4.5-sonnet","No","112984","14990","637341","4432","769747","0.73"
"2025-09-30T22:01:14.833Z","On-Demand","claude-4.5-sonnet","No","161090","24481","939288","4430","1129289","1.03"
"2025-09-30T22:00:10.086Z","On-Demand","claude-4.5-sonnet","No","136796","118","9864","510","147288","0.52"
"2025-09-30T21:52:23.125Z","On-Demand","claude-4.5-sonnet","No","134500","9053","861918","1707","1007178","0.82"
"2025-09-30T21:50:29.682Z","On-Demand","claude-4.5-sonnet","No","11871","3603","260475","1527","277476","0.16"
"2025-09-30T21:48:15.570Z","On-Demand","claude-4.5-sonnet","No","123339","12443","769946","5547","911275","0.81"
"2025-09-30T21:35:53.512Z","On-Demand","claude-4.5-sonnet","No","137133","26077","1335543","10698","1509451","1.15"
"2025-09-30T21:32:17.977Z","On-Demand","claude-4.5-sonnet","No","41353","1090","61523","668","104634","0.19"
"2025-09-30T21:28:32.144Z","On-Demand","claude-4.5-sonnet","No","178826","42053","1613812","12644","1847335","1.47"
"2025-09-30T21:05:01.970Z","On-Demand","claude-4.5-sonnet","No","347129","64602","1722387","32965","2167083","2.51"
"2025-09-30T16:38:25.977Z","On-Demand","claude-4.5-sonnet","No","1882","996","98480","368","101726","0.05"
"2025-09-30T16:36:25.870Z","On-Demand","claude-4.5-sonnet","No","30948","18051","1093118","12863","1154980","0.69"
"2025-09-30T16:35:11.621Z","On-Demand","claude-4.5-sonnet","No","46256","17675","396871","4547","465349","0.41"
"2025-09-30T16:32:40.389Z","On-Demand","claude-4.5-sonnet","No","31062","15688","130856","2687","180293","0.24"
"2025-09-30T16:30:38.946Z","On-Demand","claude-4.5-sonnet","No","178495","36473","981456","11755","1208179","1.25"
"2025-09-30T16:24:59.685Z","On-Demand","claude-4.5-sonnet","No","59526","23980","79896","12069","175471","0.50"
"2025-09-30T15:56:01.256Z","On-Demand","claude-4.5-sonnet","No","92888","43097","121631","16672","274288","0.76"
"2025-09-30T15:52:27.831Z","Errored, Not Charged","claude-4.5-sonnet","No","50041","46349","363943","2245","462578","0.47"
"2025-09-30T15:29:03.114Z","On-Demand","claude-4.5-sonnet","No","15188","1774","55672","645","73279","0.09"
"2025-09-30T14:21:08.416Z","On-Demand","claude-4.5-sonnet","No","109100","7229","75963","2973","195265","0.50"
"2025-09-30T14:15:28.042Z","On-Demand","claude-4.5-sonnet","No","65034","5354","47152","3023","120563","0.32"
"2025-09-30T14:13:38.267Z","On-Demand","claude-4.5-sonnet","No","50779","10066","138979","5486","205310","0.34"
"2025-09-30T14:10:33.004Z","On-Demand","claude-4.5-sonnet","No","43057","7924","31855","5836","88672","0.28"
"2025-09-30T14:07:58.791Z","On-Demand","claude-4.5-sonnet","No","27622","20987","35640","5681","89930","0.26"
"2025-09-30T14:07:52.479Z","Errored, Not Charged","claude-4.5-sonnet","No","6048","3","9864","105","16020","0.03"
"2025-09-30T12:57:25.039Z","On-Demand","claude-4.5-sonnet","No","311760","172869","1931163","21217","2437009","2.59"
"2025-09-30T11:53:46.405Z","On-Demand","claude-4.5-sonnet","No","157493","1173","176845","298","335809","0.65"
